country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Italy,This bright and polished Barbera d'Alba would make a perfect companion to tortellini with grated Parmigiano cheese and melted butter. The wine boast bright berry and cherry flavors backed by fresh acidity.,,87,19.0,Piedmont,Barbera d'Alba,,,,Fontanabianca 2007  Barbera d'Alba,Barbera,Fontanabianca
US,"This hearty blend of 35% Cabernet Sauvignon, 27% Cabernet Franc, 24% Merlot and 14% Petit Verdot offers blackberry, smoked beef, vanilla, cola and anise scents on the nose. The palate is tightly wound, its boysenberry fruit and dark soil minerality leading into a finish laced with licorice spice.",Lineage The Chairman Series,88,50.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Firestone 2013 Lineage The Chairman Series Red (Santa Ynez Valley),Bordeaux-style Red Blend,Firestone
Romania,"Bright cherry red in color, it offers aromas of blackberry, cranberry and freshly picked cherries. Flavors include blackberries, red raspberries and sour cherry pie. It's a bit light when it comes to body but it has a refreshing level of acidity in the clean finish.",Dreambird,86,7.0,Viile Timisului,,,Jeff Jenssen,@worldwineguys,Cramele Recas 2013 Dreambird Pinot Noir (Viile Timisului),Pinot Noir,Cramele Recas
France,"In the northern Margaux village of Soussans, Deyrem-Valentin produces a delicate wine, with simply structured blackberry jelly flavors, just edged with dark tannins. The flavors are sweet, ripe, open, not for aging.",,88,,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Deyrem Valentin 2006  Margaux,Bordeaux-style Red Blend,Château Deyrem Valentin
Italy,"Opening aromas recall leafy underbrush, tobacco and toast. The palate delivers rich black cherry layered with coffee and chocolate. It's ready to enjoy now but can still maintain for a few more years.",Vigna di Fontalle Riserva,88,30.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Machiavelli 2008 Vigna di Fontalle Riserva  (Chianti Classico),Sangiovese,Machiavelli
US,"This is a proper El Dorado Zin. It's still tight and tannic, but air and time reveal a lovely bouquet of lavender and crushed herbs that's layered, soft and spicy on the finish. Miraflores is making some lovely wines and this is one worth seeking out.",Estate,90,25.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Miraflores 2009 Estate Zinfandel (El Dorado),Zinfandel,Miraflores
US,"Peach and cantaloupe notes fuse with tropical flower and blood orange on this Viognier's nose. Medium in body, this wine bears refreshing acidity and a persistent orange-flavored finish.",,88,19.0,Virginia,Monticello,,,,White Hall 2012 Viognier (Monticello),Viognier,White Hall
US,"Round and ripe yellow melon and baked apple aromas make for a voluptuous nose in this bottling, which also shows a touch of vanilla. The palate is more restrained, with kumquat and lemon flavors cut by a smoky character.",,87,19.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Flor De Campo 2015 Chardonnay (Santa Barbara County),Chardonnay,Flor De Campo
Italy,"Here's a savory Chianti from the Senesi hills that offers offers bright cherry and strawberry sensations with hints of white pepper. It's fresh, zesty and made to be enjoyed young. Pair this with a variety of pasta dishes or pecorino cheese.",,88,15.0,Tuscany,Chianti Colli Senesi,,Kerin O’Keefe,@kerinokeefe,Tenuta di Trecciano 2012  Chianti Colli Senesi,Sangiovese,Tenuta di Trecciano
Chile,"Lightly candied cherry and raspberry aromas are fresh. This has a ripe, edgy mouthfeel with modest tannins. Cassis, raspberry and blackberry flavors finish soft and friendly, with enough grip to make this serious.",Reserva,87,10.0,Colchagua Valley,,,Michael Schachner,@wineschach,Chilensis 2012 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Chilensis
US,"Unique and exotic, this Pinot Gris is crisp and textural, with the edges rounded out as if gently sanded by the contours of the concrete egg fermenter. A complex mix of cucumber, citrus, green herb, apple, pear and lemon verbena flavors, it's got tremendous grip, depth, balance and weight. Drink now through 2020.",Ab Ovo,93,54.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Archery Summit 2015 Ab Ovo Pinot Gris (Dundee Hills),Pinot Gris,Archery Summit
US,"Very tasty and large in scale, it sports a huge nose of dark plum and heavy cedar, along with cinnamon and vanilla accents wrapped in very toasty oak. Very dark fruit with licorice shadings and an elegant, supple mouthfeel add to the appeal. The dark flavors and heavy toast continue on the long finish, which doesn't want to quit.",Clone 6,92,130.0,California,Napa Valley,Napa,,,Beaulieu Vineyard 1997 Clone 6 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Beaulieu Vineyard
France,"From a good vintage, this wine, dominated by Chardonnay from the Côte des Blancs, is textured, mineral-driven and full of nervous energy. It is stylish, hinting at toast as well as floral citrus. The wine is now mature, although it will age at least until 2024, developing a more toasty character as it goes.",Brut Millésimé,94,90.0,Champagne,Champagne,,Roger Voss,@vossroger,Alfred Gratien 2004 Brut Millésimé  (Champagne),Champagne Blend,Alfred Gratien
US,"This is the winery's first varietal Malbec. Estate grown at the Bella Terra vineyard, it's an exciting debut, with floral scents over vivid purple fruit, and residual flavors of cured meat, smoke and pepper. About 14% Petit Verdot has been added to the blend.",,88,36.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Ash Hollow 2005 Malbec (Walla Walla Valley (WA)),Malbec,Ash Hollow
US,"Predominantly Sagemoor vineyard, along with some Champoux and estate grapes, including some old vine fruit and 13% Syrah. Somehow, the Artist Series Cabernet has an open softness that seems more like Merlot; it's lush and approachable, sleek and liquorous, dotted with malted milk/chocolate highlights around deep black cherry fruit. The aromas are lovely, though at first taste it sags a bit in the late going; the fruit falls off and the chocolaty notes take over. The tannins have a little green tea flavor.",Artist Series #15,91,49.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Woodward Canyon 2006 Artist Series #15 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Woodward Canyon
US,"A heavy, fleshy wine that sits in the mouth and lacks vivacity despite some magnificently ripe flavors. Tons of blackberries, cherries, currants and oak, with solid tannins, but a little inert. Its best bet is a few years in the cellar.",,86,35.0,California,Napa Valley,Napa,,,Amici 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Amici
US,"This rich but bracing dry wine is blended from Italian grape varieties. It has plenty of ripe plum and cherry shaded by black olive and savory herb nuances backed by moderate tannins. Unlike Noceto's other more elegant reds, this one is full bodied and ripe in flavor.",Rosso,89,18.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Vino Noceto NV Rosso Red (Amador County),Red Blend,Vino Noceto
Portugal,"This wine is soft and fruity, although without great structure or sense of purpose. The finish is attractive and bright. Drink now.",Vila Santa Loios Branco,84,9.0,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2014 Vila Santa Loios Branco White (Alentejano),Portuguese White,J. Portugal Ramos
Italy,"Delicate but enticing aromas of citrus and apple follow through to the vibrant, polished palate along with peach, tangerine zest and a mineral note. Crisp acidity gives it a clean, quenching finish.",,88,22.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Gradis'ciutta 2014 Ribolla Gialla (Collio),Ribolla Gialla,Gradis'ciutta
Australia,"Coffee-colored, with enticing scents of orange drizzled with dark maple syrup, coffee and raisins. Sweet, upfront and lushly textured, this is an easy-to-appreciate Muscat with great length.",Grand,92,100.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
US,"Tarry and potent, with inky tannins, this single-vineyard Petit Verdot has an array of Amarone-like, superripe, spice-laced fruit. There is a whiff of leather as well. Drink up soon.",Champoux Vineyard,90,48.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sineann 2010 Champoux Vineyard Petit Verdot (Columbia Valley (WA)),Petit Verdot,Sineann
Italy,A delicately balanced Prosecco with a touch of white pepper and dried herbs that make a pretty frame to peach cream aromas. The wine has a fine point of sweetness in the mouth and would pair well with Thai curry dishes.,Cartizze,88,,Veneto,Prosecco Superiore di Cartizze,,,,La Gioiosa NV Cartizze  (Prosecco Superiore di Cartizze),Prosecco,La Gioiosa
South Africa,"This is a plush and fully fruited wine that's super easy to like, with attractive aromas and flavors of blackberry compote, raspberry sauce and ripe boysenberry that are all hit with seductive notes of sweet spice and vanilla bean. There's ample tannic structure at the core, framing the dense, decadent mouthfeel and lending some lingering grip to the close.",Beyond Ordinary,88,15.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,Spier 2016 Beyond Ordinary Red (Coastal Region),Red Blend,Spier
US,"Meritage wines must be Bordeaux blends; otherwise, they can be all over the map. This is an all-purpose, affordable red blend of Merlot, Cabernet Sauvignon and Malbec. Black cherry and olive, smoke and some noticeable alcohol (14.4% is credited) define a sturdy red in wide distribution.",Genesis,87,16.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Hogue 2007 Genesis Meritage (Columbia Valley (WA)),Meritage,Hogue
Italy,"This lively white opens with aromas of peach blossom, crushed stone and whiff of toasted nut while the linear palate shows yellow peach, lemon zest and vibrant acidity. A mineral note closes the finish.",,88,27.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Tercic 2013 Ribolla Gialla (Collio),Ribolla Gialla,Tercic
US,"Gardenia, apple blossom, guava and marshmallow aromas are lifted by lime-like tension in this blend of 28% Viognier, 23% Roussanne, 17% Grenache Blanc, 17% Marsanne and 15% Picpoul Blanc. The palate is bright and crisp, with lemon, honeydew melon and guava flavors.",Fifteen 10,88,24.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Derby 2013 Fifteen 10 White (Paso Robles),Rhône-style White Blend,Derby
US,"Rich and juicy with aromas of preserved peach, fresh apple and even a hint of berries, this Riesling is dry in style, yet remarkably forward with fruit. The palate is bright, with zesty lemon-lime acidity that lingers on a medium-long finish.",Dry Estate Vineyards,88,16.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Atwater 2011 Dry Estate Vineyards Riesling (Finger Lakes),Riesling,Atwater
France,"The fuller rosé of the two made at Les Valentines, this is rich, balanced and dense in character. That makes it a serious wine, its acidity finely integrated into the red plum and orange zest flavors. It's a perfect food rosé.",,91,25.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château les Valentines 2012 Rosé (Côtes de Provence),Rosé,Château les Valentines
US,"Ripe grass scents meet with green pear, dill, thyme and gooseberries on the nose of this vivacious wine. It's very approachable and easy to like once sipped, with green-apple ripeness, pepperiness in the midpalate and delicious kiwi fruit throughout, altogether crisp and fresh.",,89,25.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Asuncion Ridge 2014 Sauvignon Blanc (Paso Robles),Sauvignon Blanc,Asuncion Ridge
US,"Made in a bone dry, acidic style, what this Chardonnay lacks in richness it makes up for in elegance. Fans of sweet, buttery Chards won't like it, but true aficionados will appreciate the austere citrus and mineral flavors.",,89,21.0,California,Central Coast,Central Coast,,,Deep Sea 2009 Chardonnay (Central Coast),Chardonnay,Deep Sea
Italy,"If you love Chardonnay, this well-priced expression from central Italy is well worth your time. There's a floral element of honeysuckle and yellow rose backed by a soft, creamy mouthfeel.",,85,9.0,Central Italy,Terre di Chieti,,,,Farnese 2010 Chardonnay (Terre di Chieti),Chardonnay,Farnese
US,"One of the Talley family's more affordable bottlings, this is a great choice for weeknight sipping or bringing to neighborhood parties. Aromas of dried cherries meet with forest floor, wet thyme and chipped slate on the nose, while the palate offers light cran-raspberry, dried herbs and a menthol finish on a decently acidic structure.",,88,22.0,California,San Luis Obispo,Central Coast,Matt Kettmann,@mattkettmann,Bishop's Peak 2014 Pinot Noir (San Luis Obispo),Pinot Noir,Bishop's Peak
France,"This is a beautiful, full rosé that is rich and shows a fine balance between acidity and fruitiness. This bottling is also mature with toastiness coming through, giving a softer, rounder character. There is weight, and great acidity on the finish.",Brut Rosé,90,65.0,Champagne,Champagne,,Roger Voss,@vossroger,Veuve Clicquot Ponsardin NV Brut Rosé  (Champagne),Champagne Blend,Veuve Clicquot Ponsardin
Italy,"This well-priced Ripasso opens with soft, but plump aromas of ripe fruit, blackberry and barbecue spice. The wine shows a clean, smooth quality with a simple but satisfying finish.",Capitel della Crosara,87,17.0,Veneto,Valpolicella Ripasso,,,,Montresor 2009 Capitel della Crosara  (Valpolicella Ripasso),"Corvina, Rondinella, Molinara",Montresor
US,"Made in an old-fashioned way, this is the kind of wine the immigrants probably drank. It's soft, fruity-raisiny and simple, with enough tannins and acids to combat tomato sauce and garlic.",,84,34.0,California,Mendocino,,,,VJB 2005 Barbera (Mendocino),Barbera,VJB
Italy,"A fresh, ripe style of wine, with spice and roundness. It has crisp citrus flavors to give it a lively aftertaste.",I Fiori del Borgo,86,,Northeastern Italy,Collio,,Roger Voss,@vossroger,Borgo Conventi 2002 I Fiori del Borgo Pinot Grigio (Collio),Pinot Grigio,Borgo Conventi
